"VGC id","Name","Platform","Notes","Cart","Box","Manual","Other","Purchased Price","Purchased Date","Added",
"59799","Syphon Filter: Logan's Shadow","PlayStation Portable [EU]","","No","No","No","No","","0000-00-00","2023-10-03 13:15:03",
"31626","Syphon Filter: The Omega Strain","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-11-13 17:31:28",
"18471","Tactics Ogre: Let Us Cling Together - Premium Edition","PlayStation Portable [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-04-12 17:52:49",
"155924","Tales of Vesperia: Definitive Edition","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-10-04 12:27:00",
"58549","Tatsunoko vs. Capcom: Ultimate All-Stars","Wii [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:26:14",
"145472","Team Sonic Racing","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2019-12-07 12:19:19",
"89229","Tearaway Unfolded - Messenger Edition","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2023-09-11 12:35:09",
"47503","Tekken","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:26:38",
"15243","Tekken 2","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:27:02",
"43640","Tekken 3","PlayStation [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:27:02",
"45384","Tekken 3D: Prime Edition","Nintendo 3DS [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2021-02-22 09:33:34",
"33820","Tekken 4","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2021-03-04 03:19:15",
"31602","Tekken 5","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2021-03-04 03:19:15",
"15694","Tekken 6","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-09-24 08:08:49",
"60783","Tekken 7","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2018-11-24 11:41:53",
"57722","Tekken Advance","Game Boy Advance [EU]","None","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 15:27:46",
"79840","Tekken Hybrid [UK]","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2021-01-20 09:06:42",
"31547","Tekken Tag Tournament","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:27:46",
"31696","Tekken Tag Tournament 2","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-10-09 08:44:20",
"180721","Tekken: Dark Resurrection","PlayStation Portable [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 17:51:46",
"82007","Tekken's Nina Williams in: Death by Degrees","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:26:49",
"48768","This is Football 2003","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-18 16:49:31",
"32660","Time Crisis","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:13:09",
"32858","Time Crisis 3","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-09-03 08:18:28",
"70980","Time Crisis 4","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-09-17 08:15:38",
"32857","Time Crisis II","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2022-03-26 10:11:05",
"52639","Time Crisis: Project Titan [DE]","PlayStation [EU]","","No","No","No","No","","0000-00-00","2020-08-28 09:37:20",
"19217","Time Crisis: Razing Storm","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-09-23 08:21:08",
"50428","Tom Clancy's Splinter Cell","Xbox [EU]","","No","No","No","No","","0000-00-00","2022-12-10 15:12:37",
"42345","Tom Clancy's Splinter Cell","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:16:22",
"55347","Tom Clancy's Splinter Cell: Blacklist [DK][FI][NO][SE]","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2022-12-10 15:13:18",
"57970","Tom Clancy's Splinter Cell: Chaos Theory","Xbox [EU]","","No","No","No","No","","0000-00-00","2022-12-10 15:12:37",
"39202","Tom Clancy's Splinter Cell: Chaos Theory","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:16:22",
"35769","Tom Clancy's Splinter Cell: Conviction - Limited Collector's Edition","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:52:35",
"48062","Tom Clancy's Splinter Cell: Double Agent","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2022-12-10 15:13:18",
"57969","Tom Clancy's Splinter Cell: Pandora Tomorrow","Xbox [EU]","","No","No","No","No","","0000-00-00","2022-12-10 15:12:37",
"38796","Tom Clancy's Splinter Cell: Pandora Tomorrow","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 13:16:22",
"65386","Tomb Raider","Game Boy Color [EU]","","No","No","No","No","","0000-00-00","2015-04-12 15:03:47",
"54725","Tomb Raider: Definitive Edition","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-05-27 12:26:31",
"46102","Tony Hawk's Skateboarding","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:13:15",
"57713","Tony Hawk's Underground","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-11-04 09:33:42",
"58169","Tony Hawk's Underground 2","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-11-04 09:33:37",
"56116","Tourist Trophy","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2022-02-04 09:27:32",
"84018","Trials HD","Xbox Games Store (X360) [EU]","","No","No","No","No","","0000-00-00","2017-01-24 19:17:04",
"31828","True Crime: Streets of LA - Platinum","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-18 16:41:37",
"64966","Ty the Tasmanian Tiger 2: Bush Rescue","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-18 16:41:01",
"53861","UEFA Euro 2000","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:10:57",
"56125","UEFA Euro 2004: Portugal","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-11-04 09:33:46",
"23609","Ultimate Marvel VS Capcom 3","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2022-03-19 16:10:16",
"39267","Ultimate Spider-Man","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-15 17:41:06",
"67367","Ultra Street Fighter IV","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2021-10-20 14:36:43",
"79841","Uncharted 2: Among Thieves [UK]","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2016-11-14 09:49:11",
"47900","Uncharted 3: Drake's Deception [UK]","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2016-11-14 09:49:16",
"69060","Uncharted 4: A Thief's End","PlayStation 4 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2016-11-29 17:37:22",
"87593","Uncharted: Drake's Fortune","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2016-11-14 09:49:04",
"175452","Uncharted: Golden Abyss","PlayStation Vita [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 15:22:14",
"119414","Uncharted: The Lost Legacy","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2018-11-24 11:42:17",
"86726","Until Dawn","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-05-27 11:20:59",
"15246","Vagrant Story","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-13 14:36:38",
"15221","Valkyria Chronicles","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2017-03-09 20:05:18",
"136507","Valkyria Chronicles 4","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2022-01-11 12:00:59",
"15215","Valkyrie Profile 2: Silmeria","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:41:27",
"81973","Vanquish - Limited Edition (Zavvi Exclusive)","Xbox 360 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-04-15 13:38:40",
"32861","Virtua Cop - Elite Edition","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2020-08-28 09:37:12",
"63542","Virtua Cop (jewel case)","Sega Saturn [EU]","","No","No","No","No","","0000-00-00","2021-04-29 16:44:19",
"123886","Virtua Cop 2 (jewel case)","Sega Saturn [EU]","","No","No","No","No","","0000-00-00","2021-04-29 16:44:19",
"24292","Virtua Fighter 2","Sega Saturn [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:19:45",
"39619","Virtua Fighter 3tb (black disc)","Sega Dreamcast [EU]","","No","No","No","No","","0000-00-00","2021-04-29 16:42:47",
"46308","Virtua Fighter 4","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2024-08-24 17:55:59",
"43934","Virtua Fighter 4 Evolution","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:45:13",
"147","Virtua Fighter 5","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 13:23:54",
"46742","Virtua Fighter Kids","Sega Saturn [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:19:45",
"49443","Virtua Striker 2 Ver. 2000.1","Sega Dreamcast [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:16:23",
"18505","Virtua Tennis","Sega Dreamcast [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:16:23",
"39621","Virtua Tennis 2","Sega Dreamcast [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:16:23",
"48094","Wet [UK]","Xbox 360 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 18:14:31",
"19677","Wii Sports","Wii [EU]","","No","No","No","No","","0000-00-00","2024-08-24 17:58:32",
"75873","Wii Sports Resort","Wii [EU]","","No","No","No","No","","0000-00-00","2021-07-10 15:03:23",
"136428","Wipeout: Omega Collection (slipcover)","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2019-12-07 12:20:19",
"62687","WWE Smackdown vs Raw 2007","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2024-08-24 17:55:06",
"82222","WWE SmackDown! Here Comes the Pain - Platinum","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-18 16:40:07",
"62694","WWE SmackDown! vs Raw 2006","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2024-09-14 11:01:43",
"42696","WWE SmackDown! vs. Raw","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2024-09-14 11:01:43",
"45505","Xbox Live Arcade Compilation Disc","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2022-03-31 08:05:06",
"45504","Xbox Live Arcade Unplugged Volume 1","Xbox 360 [EU]","","No","No","No","No","","0000-00-00","2022-03-31 08:05:12",
"42454","Yakuza [UK]","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:09:59",
"111959","Yakuza 0","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-06-12 12:16:47",
"19656","Yakuza 2","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:09:59",
"15693","Yakuza 3","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2015-04-12 18:09:59",
"15632","Yakuza 4","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2020-06-08 13:22:26",
"136958","Yakuza 6: The Song of Life","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-10-12 09:01:55",
"133713","Yakuza Kiwami","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-11-18 08:45:48",
"141788","Yakuza Kiwami 2","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2022-02-22 09:10:15",
"165908","Yakuza Remastered Collection, The (box)","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2020-02-26 16:01:45",
"79842","Yakuza: Dead Souls","PlayStation 3 [EU]","","No","No","No","No","","0000-00-00","2021-06-02 10:35:02",
"186941","Yakuza: Like a Dragon","PlayStation 5 [EU]","","No","No","No","No","","0000-00-00","2021-11-29 12:24:43",
"117933","Yooka-Laylee","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-02-03 09:00:55",
"165394","Yooka-Laylee and the Impossible Lair","PlayStation 4 [EU]","","No","No","No","No","","0000-00-00","2021-02-03 09:00:51",
"51938","Yu-Gi-Oh! Capsule Monster Coliseum","PlayStation 2 [EU]","","No","No","No","No","","0000-00-00","2021-10-25 19:01:09",
"49512","Yu-Gi-Oh! Forbidden Memories","PlayStation [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 10:13:06",
"78152","Yu-Gi-Oh! The Duelists of the Roses (card text left) [UK]","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-15 17:43:51",
"81823","Yu-Gi-Oh! World Championship Tournament 2004","Game Boy Advance [EU]","","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 17:27:54",
"49578","Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel","Game Boy Advance [EU]","None","Yes","Yes","Yes","No","0.00","0000-00-00","2015-04-12 15:47:14",
"36936","Zone of the Enders (Metal Gear Solid 2)","PlayStation 2 [EU]","","No","No","No","No","0.00","0000-00-00","2015-04-12 15:15:01",
"20417","Zone of the Enders: The 2nd Runner: Special Edition (black PEGI rating)","PlayStation 2 [EU]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-17 08:37:02",
